indicator_name,indicator_code,janitor_version
"Net official flows from UN agencies, UNEP (current US$)",DT.NFL.UNEP.CD,dt_nfl_unep_cd
"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,dt_nfl_uncf_cd
"PPG, private creditors (NFL, current US$)",DT.NFL.PRVT.CD,dt_nfl_prvt_cd
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,dt_nfl_pcbo_cd
"IFC, private nonguaranteed (NFL, current US$)",DT.NFL.NIFC.CD,dt_nfl_nifc_cd
"Net financial flows, IBRD (NFL, current US$)",DT.NFL.MIBR.CD,dt_nfl_mibr_cd
"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,dt_nfl_ifad_cd
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,dt_nfl_bond_cd
Present value of external debt (current US$),DT.DOD.PVLX.CD,dt_dod_pvlx_cd
Short-term debt (% of total external debt),DT.DOD.DSTC.ZS,dt_dod_dstc_zs
"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,dt_dod_dppg_cd
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,dt_dod_dect_gn_zs
"Net ODA provided, total (current US$)",DC.ODA.TOTL.CD,dc_oda_totl_cd
"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,dc_dac_totl_cd
"Net bilateral aid flows from DAC donors, Portugal (current US$)",DC.DAC.PRTL.CD,dc_dac_prtl_cd
"Net bilateral aid flows from DAC donors, Netherlands (current US$)",DC.DAC.NLDL.CD,dc_dac_nldl_cd
"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,dc_dac_ital_cd
"Net bilateral aid flows from DAC donors, Greece (current US$)",DC.DAC.GRCL.CD,dc_dac_grcl_cd
"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,dc_dac_espl_cd
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS,sl_uem_1524_fe_ne_zs
"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,sl_tlf_part_ma_zs
"Labor force with intermediate education, female (% of female working-age population with intermediate education)",SL.TLF.INTM.FE.ZS,sl_tlf_intm_fe_zs
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,sl_tlf_cact_ma_ne_zs
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,sl_tlf_cact_fe_ne_zs
Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,sl_tlf_advn_zs
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,sl_tlf_acti_ma_zs
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,sl_tlf_acti_1524_ma_zs
"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,sl_tlf_0714_zs
"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,sl_tlf_0714_wk_ma_tm
"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,sl_tlf_0714_sw_tm
"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,sl_tlf_0714_sw_fe_tm
"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,sl_srv_empl_ma_zs
"Child employment in services, female (% of female economically active children ages 7-14)",SL.SRV.0714.FE.ZS,sl_srv_0714_fe_zs
Child employment in manufacturing (% of economically active children ages 7-14),SL.MNF.0714.ZS,sl_mnf_0714_zs
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,sl_ind_empl_ma_zs
"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,sl_fam_work_ma_zs
"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",SL.FAM.0714.FE.ZS,sl_fam_0714_fe_zs
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,sl_emp_vuln_zs
"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,sl_emp_totl_sp_ne_zs
"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,sl_emp_totl_sp_fe_ne_zs
"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,sl_emp_self_fe_zs
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,sl_emp_1524_sp_zs
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,sl_emp_1524_sp_fe_zs
"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,sl_agr_empl_fe_zs
"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,si_spr_pcap_zg
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,si_rmt_cost_ob_zs
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,si_pov_nahc
"Multidimensional poverty headcount ratio, household (% of total households)",SI.POV.MDIM.HH,si_pov_mdim_hh
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,si_pov_mdim
Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,si_pov_gaps
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,si_dst_50md
Income share held by third 20%,SI.DST.03RD.20,si_dst_03rd_20
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,sh_xpd_pvtd_ch_zs
"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,sh_xpd_ghed_pp_cd
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,sh_xpd_ghed_ch_zs
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,sh_xpd_chex_pp_cd
UHC service coverage index,SH.UHC.SRVS.CV.XD,sh_uhc_srvs_cv_xd
Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.10.TO,sh_uhc_oopc_10_to
Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),SH.UHC.NOP2.CG,sh_uhc_nop2_cg
Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),SH.UHC.NOP1.CG,sh_uhc_nop1_cg
"Prevalence of severe wasting, weight for height (% of children under 5)",SH.SVR.WAST.ZS,sh_svr_wast_zs
"Prevalence of wasting, weight for height, male (% of children under 5)",SH.STA.WAST.MA.ZS,sh_sta_wast_ma_zs
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,sh_sta_suic_p5
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",SH.STA.STNT.ME.ZS,sh_sta_stnt_me_zs
"People using safely managed sanitation services, urban (% of urban population)",SH.STA.SMSS.UR.ZS,sh_sta_smss_ur_zs
"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,sh_sta_pois_p5
"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,sh_sta_owgh_fe_zs
"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,sh_sta_odfc_ur_zs
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,sh_sta_maln_zs
"People with basic handwashing facilities including soap and water, urban (% of urban population)",SH.STA.HYGN.UR.ZS,sh_sta_hygn_ur_zs
Logistics performance index: Overall (1=low to 5=high),LP.LPI.OVRL.XQ,lp_lpi_ovrl_xq
Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),LP.LPI.CUST.XQ,lp_lpi_cust_xq
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,it_net_secr_p6
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,it_mlt_main_p2
Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,is_shp_good_tu
"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,is_rrs_good_mt_k6
Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100),IQ.SPI.PIL5,iq_spi_pil5
Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),IQ.SPI.PIL1,iq_spi_pil1
Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,iq_sci_ovrl
CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,iq_cpa_strc_xq
CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,iq_cpa_prot_xq
CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,iq_cpa_macr_xq
CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,iq_cpa_fisp_xq
CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,iq_cpa_econ_xq
"Trademark applications, nonresident, by count",IP.TMK.NRCT,ip_tmk_nrct
"Industrial design applications, resident, by count",IP.IDS.RSCT,ip_ids_rsct
Public private partnerships investment in ICT (current US$),IE.PPN.ICTI.CD,ie_ppn_icti_cd
Investment in ICT with private participation (current US$),IE.PPI.ICTI.CD,ie_ppi_icti_cd
Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,ic_tax_totl_cp_zs
Number of visits or required meetings with tax officials (average for affected firms),IC.TAX.METG,ic_tax_metg
"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA,ic_reg_proc_ma
"Time required to start a business, female (days)",IC.REG.DURS.FE,ic_reg_durs_fe
"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,ic_reg_cost_pc_fe_zs
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,ic_lgl_cred_xq
"Cost to import, documentary compliance (US$)",IC.IMP.CSDC.CD,ic_imp_csdc_cd
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,ic_frm_thev_zs
Firms that do not report all sales for tax purposes (% of firms),IC.FRM.INFM.ZS,ic_frm_infm_zs
Time required to obtain an operating license (days),IC.FRM.DURS,ic_frm_durs
Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,ic_frm_brib_zs
"Time to export, border compliance (hours)",IC.EXP.TMBC,ic_exp_tmbc
Firms experiencing electrical outages (% of firms),IC.ELC.OUTG.ZS,ic_elc_outg_zs
Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,ic_crd_publ_zs
"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,ic_bus_ndns_zs
"Human capital index (HCI), male, upper bound (scale 0-1)",HD.HCI.OVRL.UB.MA,hd_hci_ovrl_ub_ma
"Human capital index (HCI), male, lower bound (scale 0-1)",HD.HCI.OVRL.LB.MA,hd_hci_ovrl_lb_ma
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,hd_hci_ovrl
Expense (% of GDP),GC.XPN.TOTL.GD.ZS,gc_xpn_totl_gd_zs
Interest payments (% of expense),GC.XPN.INTP.ZS,gc_xpn_intp_zs
Goods and services expense (current LCU),GC.XPN.GSRV.CN,gc_xpn_gsrv_cn
"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,gc_tax_ypkg_rv_zs
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,gc_tax_othr_rv_zs
Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,gc_tax_impt_zs
Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,gc_tax_gsrv_cn
"Revenue, excluding grants (current LCU)",GC.REV.XGRT.CN,gc_rev_xgrt_cn
Grants and other revenue (current LCU),GC.REV.GOTR.CN,gc_rev_gotr_cn
Net investment in nonfinancial assets (current LCU),GC.NFN.TOTL.CN,gc_nfn_totl_cn
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,gc_dod_totl_cn
Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,fx_own_totl_zs
Logistics performance index: Ability to track and trace consignments (1=low to 5=high),LP.LPI.TRAC.XQ,lp_lpi_trac_xq
Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),LP.LPI.ITRN.XQ,lp_lpi_itrn_xq
"Lead time to export, median case (days)",LP.EXP.DURS.MD,lp_exp_durs_md
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,it_net_bbnd_p2
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,it_cel_sets_p2
Rail lines (total route-km),IS.RRS.TOTL.KM,is_rrs_totl_km
"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,is_air_good_mt_k1
Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),IQ.SPI.PIL3,iq_spi_pil3
Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,iq_sci_srce
"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,iq_cpa_tran_xq
CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,iq_cpa_revn_xq
CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,iq_cpa_pres_xq
CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,iq_cpa_hres_xq
CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,iq_cpa_finq_xq
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,iq_cpa_breg_xq
"Patent applications, nonresidents",IP.PAT.NRES,ip_pat_nres
Public private partnerships investment in water and sanitation (current US$),IE.PPN.WATR.CD,ie_ppn_watr_cd
Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,ie_ppi_watr_cd
Procedures to build a warehouse (number),IC.WRH.PROC,ic_wrh_proc
Tax payments (number),IC.TAX.PAYM,ic_tax_paym
Firms expected to give gifts in meetings with tax officials (% of firms),IC.TAX.GIFT.ZS,ic_tax_gift_zs
Start-up procedures to register a business (number),IC.REG.PROC,ic_reg_proc
Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,ic_reg_cost_pc_zs
Time required to register property (days),IC.PRP.DURS,ic_prp_durs
"Time to import, documentary compliance (hours)",IC.IMP.TMDC,ic_imp_tmdc
Time spent dealing with the requirements of government regulations (% of senior management time),IC.GOV.DURS.ZS,ic_gov_durs_zs
Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,ic_frm_outg_zs
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,ic_frm_femo_zs
Informal payments to public officials (% of firms),IC.FRM.CORR.ZS,ic_frm_corr_zs
Firms using banks to finance working capital (% of firms),IC.FRM.BKWC.ZS,ic_frm_bkwc_zs
"Cost to export, border compliance (US$)",IC.EXP.CSBC.CD,ic_exp_csbc_cd
Time to obtain an electrical connection (days),IC.ELC.DURS,ic_elc_durs
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,ic_crd_info_xq
Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,ic_bus_disc_xq
"Human capital index (HCI), upper bound (scale 0-1)",HD.HCI.OVRL.UB,hd_hci_ovrl_ub
"Human capital index (HCI), lower bound (scale 0-1)",HD.HCI.OVRL.LB,hd_hci_ovrl_lb
Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,gc_xpn_trft_zs
Other expense (% of expense),GC.XPN.OTHR.ZS,gc_xpn_othr_zs
Interest payments (current LCU),GC.XPN.INTP.CN,gc_xpn_intp_cn
Compensation of employees (current LCU),GC.XPN.COMP.CN,gc_xpn_comp_cn
Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,gc_tax_totl_gd_zs
Taxes on international trade (% of revenue),GC.TAX.INTT.RV.ZS,gc_tax_intt_rv_zs
Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,gc_tax_gsrv_va_zs
Taxes on exports (current LCU),GC.TAX.EXPT.CN,gc_tax_expt_cn
Social contributions (current LCU),GC.REV.SOCL.CN,gc_rev_socl_cn
Net lending (+) / net borrowing (-) (current LCU),GC.NLD.TOTL.CN,gc_nld_totl_cn
"Net incurrence of liabilities, total (current LCU)",GC.LBL.TOTL.CN,gc_lbl_totl_cn
Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,gc_ast_totl_cn
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,fx_own_totl_so_zs
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,fx_own_totl_fe_zs
Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,fs_ast_doms_gd_zs
Real interest rate (%),FR.INR.RINR,fr_inr_rinr
"Net official flows from UN agencies, UNAIDS (current US$)",DT.NFL.UNAI.CD,dt_nfl_unai_cd
"PPG, other private creditors (NFL, current US$)",DT.NFL.PROP.CD,dt_nfl_prop_cd
"PPG, commercial banks (NFL, current US$)",DT.NFL.PCBK.CD,dt_nfl_pcbk_cd
"Net financial flows, others (NFL, current US$)",DT.NFL.MOTH.CD,dt_nfl_moth_cd
"Net financial flows, IMF nonconcessional (NFL, current US$)",DT.NFL.IMFN.CD,dt_nfl_imfn_cd
"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD,dt_nfl_iaea_cd
"Net financial flows, bilateral (NFL, current US$)",DT.NFL.BLAT.CD,dt_nfl_blat_cd
"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,dt_dod_mwbg_cd
"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,dt_dod_dstc_xp_zs
"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,dt_dod_dpng_cd
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,dt_dod_dect_cd
Net ODA provided to the least developed countries (% of GNI),DC.ODA.TLDC.GN.ZS,dc_oda_tldc_gn_zs
"Net bilateral aid flows from DAC donors, Sweden (current US$)",DC.DAC.SWEL.CD,dc_dac_swel_cd
"Net bilateral aid flows from DAC donors, Poland (current US$)",DC.DAC.POLL.CD,dc_dac_poll_cd
"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,dc_dac_luxl_cd
"Net bilateral aid flows from DAC donors, Iceland (current US$)",DC.DAC.ISLL.CD,dc_dac_isll_cd
"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,dc_dac_gbrl_cd
"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,dc_dac_dnkl_cd
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,dc_dac_cecl_cd
"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,dc_dac_ausl_cd
"Listed domestic companies, total",CM.MKT.LDOM.NO,cm_mkt_ldom_no
"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,bx_trf_pwkr_dt_gd_zs
"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,bx_pef_totl_cd_wd
Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,sl_uem_basc_zs
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,sl_uem_advn_ma_zs
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,sl_uem_1524_ma_zs
"Labor force, total",SL.TLF.TOTL.IN,sl_tlf_totl_in
"Part time employment, female (% of total female employment)",SL.TLF.PART.FE.ZS,sl_tlf_part_fe_zs
"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,sl_tlf_cact_zs
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,sl_tlf_cact_fm_zs
Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,sl_tlf_basc_zs
"Labor force with advanced education, male (% of male working-age population with advanced education)",SL.TLF.ADVN.MA.ZS,sl_tlf_advn_ma_zs
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,sl_tlf_acti_fe_zs
"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,sl_tlf_acti_1524_ma_ne_zs
"Children in employment, work only (% of children in employment, ages 7-14)",SL.TLF.0714.WK.ZS,sl_tlf_0714_wk_zs
"Children in employment, work only, female (% of female children in employment, ages 7-14)",SL.TLF.0714.WK.FE.ZS,sl_tlf_0714_wk_fe_zs
"Children in employment, study and work, male (% of male children in employment, ages 7-14)",SL.TLF.0714.SW.MA.ZS,sl_tlf_0714_sw_ma_zs
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,sl_tlf_0714_ma_zs
"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,sl_srv_empl_fe_zs
"Children in employment, self-employed (% of children in employment, ages 7-14)",SL.SLF.0714.ZS,sl_slf_0714_zs
"Child employment in manufacturing, male (% of male economically active children ages 7-14)",SL.MNF.0714.MA.ZS,sl_mnf_0714_ma_zs
"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,sl_ind_empl_fe_zs
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,sl_fam_work_fe_zs
"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,sl_emp_work_zs
"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,sl_emp_vuln_ma_zs
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,sl_emp_totl_sp_ma_zs
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,sl_emp_smgt_fe_zs
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,sl_emp_mpyr_zs
"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,sl_emp_1524_sp_ne_zs
"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,sl_emp_1524_sp_fe_ne_zs
Child employment in agriculture (% of economically active children ages 7-14),SL.AGR.0714.ZS,sl_agr_0714_zs
"Survey mean consumption or income per capita, total population (2017 PPP $ per day)",SI.SPR.PCAP,si_spr_pcap
Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,si_rmt_cost_ib_zs
Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,si_pov_mdim_xq
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,si_pov_mdim_fe
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,si_pov_lmic_gp
Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,si_pov_dday
Income share held by highest 10%,SI.DST.10TH.10,si_dst_10th_10
Income share held by second 20%,SI.DST.02ND.20,si_dst_02nd_20
"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,sh_xpd_oopc_pp_cd
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,sh_xpd_ghed_pc_cd
"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,sh_xpd_ehex_pp_cd
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,sh_xpd_chex_pc_cd
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,sh_uhc_oopc_25_zs
Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,sh_uhc_nop2_zs
Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,sh_uhc_nop1_zs
"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,sh_tbs_incd
"Prevalence of severe wasting, weight for height, male (% of children under 5)",SH.SVR.WAST.MA.ZS,sh_svr_wast_ma_zs
"Prevalence of wasting, weight for height, female (% of children under 5)",SH.STA.WAST.FE.ZS,sh_sta_wast_fe_zs
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,sh_sta_suic_ma_p5
"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,sh_sta_stnt_ma_zs
"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,sh_sta_smss_ru_zs
"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,sh_sta_owgh_zs
Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,sh_sta_orth
"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,sh_sta_odfc_ru_zs
"Prevalence of underweight, weight for age, male (% of children under 5)",SH.STA.MALN.MA.ZS,sh_sta_maln_ma_zs
"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS,sh_sta_hygn_ru_zs
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,sh_sta_brtc_zs
"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,sh_sta_bass_ru_zs
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,fx_own_totl_ol_zs
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,fx_own_totl_40_zs
"Claims on central government, etc. (% GDP)",FS.AST.CGOV.GD.ZS,fs_ast_cgov_gd_zs
Lending interest rate (%),FR.INR.LEND,fr_inr_lend
Consumer price index (2010 = 100),FP.CPI.TOTL,fp_cpi_totl
Broad money (current LCU),FM.LBL.BMNY.CN,fm_lbl_bmny_cn
Net domestic credit (current LCU),FM.AST.DOMS.CN,fm_ast_doms_cn
Total reserves in months of imports,FI.RES.TOTL.MO,fi_res_totl_mo
Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS,fd_ast_prvt_gd_zs
Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,fb_bnk_capa_zs
Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,er_mrn_ptmr_zs
"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,er_h2o_fwtl_zs
"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,er_h2o_fwdm_zs
Capture fisheries production (metric tons),ER.FSH.CAPT.MT,er_fsh_capt_mt
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,en_urb_mcty_tl_zs
Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,en_pop_slum_ur_zs
Population density (people per sq. km of land area),EN.POP.DNST,en_pop_dnst
CO2 emissions from transport (% of total fuel combustion),EN.CO2.TRAN.ZS,en_co2_tran_zs
